"","MAP Statistic","dof","chisq","fit","RMSEA","BIC","eChisq","SRMR"
"1",0.0112461155382181,1080,4344.31349143189,0.181437700070155,0.0840028172048144,-2199.53955979645,8678.7322705596,0.0948061942661612
"2",0.0106206512051109,1033,3735.3505614079,0.303638194847203,0.078145561522886,-2523.72369962809,6414.93760690339,0.0815088538319019
"3",0.010770255981298,987,3065.44119519674,0.382920170997789,0.0701046429695671,-2914.91339884249,5022.94261275617,0.0721253072134324
"4",0.0104224811335332,942,2661.77536716039,0.450555792997875,0.0652694263584587,-3045.91868307766,3969.02641979453,0.0641136589603235
"5",0.00937786292413446,898,2237.55772050205,0.514001165062528,0.0589901477449949,-3203.5349091304,2971.14996287524,0.055471620617844
"6",0.00943354373504441,855,2040.01574770318,0.557060816058186,0.0568577790046927,-3140.53458451925,2441.91587597678,0.0502891062201695
"7",0.00972673344111588,813,1861.69311841133,0.590777261059746,0.0548482084306354,-3064.37403959667,2063.71789475431,0.046231047401662
"8",0.00999165170296844,772,1620.63893908557,0.621273324011752,0.0506253260467812,-3057.00416790358,1707.86775780885,0.0420567479497073
